# index, name, family, order, is_pollinator, _pos
603,Leionotus clypeatus,Eumenidae,Hymenoptera,1,"array([3.8944259 , 0.83551108])"
604,Leionotus fundatus,Eumenidae,Hymenoptera,1,"array([3.7545782 , 0.85860684])"
605,Leionotus histrionalis,Eumenidae,Hymenoptera,1,"array([3.81132174, 0.83674807])"
606,Leucostoma atra,Tachinidae,Diptera,1,"array([3.72655865, 0.9754977 ])"
607,Leucostoma neomexicana,Tachinidae,Diptera,1,"array([3.48590616, 0.36354799])"
608,Leucostoma nigricornis,Tachinidae,Diptera,1,"array([3.67691457, 1.30315234])"
609,Lucilia sericata,Muscidae,Diptera,1,"array([3.96094187, 0.95389524])"
610,Macquartia pristis,Tachinidae,Diptera,1,"array([3.47237947, 0.85653774])"
611,Melissodes asteris,Euceridae,Hymenoptera,1,"array([3.29265582, 0.29249659])"
612,Metopius polycinctorius,Ichneumonidae,Hymenoptera,1,"array([3.38344212, 0.26448413])"
613,Milesia ornata,Syrphidae,Diptera,1,"array([3.8348608 , 0.41924827])"
614,Mimesa cressonii,Pemphredonidae,Hymenoptera,1,"array([3.42956502, 0.42268054])"
615,Musca domestica,Muscidae,Diptera,1,"array([3.73259661, 0.94345953])"
616,Myospila meditabunda,Muscidae,Diptera,1,"array([4.02234751, 1.2990221 ])"
617,Nathalis iole,Papilionidae,Lepidoptera,1,"array([3.58781563, 0.07246649])"
618,Neotrypetes productus,Megachilidae,Hymenoptera,1,"array([3.60775746, 0.43390998])"
619,Notogonidea argentata,Larridae,Hymenoptera,1,"array([3.46616956, 0.62872323])"
620,Ocyptera lata,Tachinidae,Diptera,1,"array([3.65769088, 0.71139117])"
621,Paralictus platyparius,Halictidae,Hymenoptera,1,"array([3.8321488 , 1.03440968])"
622,Peleteria robusta,Tachinidae,Diptera,1,"array([4.06439871, 0.76539452])"
623,Perdita 8-maculata,Panurgidae,Hymenoptera,1,"array([3.63655046, 0.25212162])"
624,Phorantha asteris,Tachinidae,Diptera,1,"array([3.66104948, 0.05505425])"
625,Phorantha magna,Tachinidae,Diptera,1,"array([3.52500658, 0.65305278])"
626,Phorantha pruinosa,Tachinidae,Diptera,1,"array([3.48300595, 0.99509763])"
627,Pipiza nigribarba,Syrphidae,Diptera,1,"array([4.14637703, 0.96375485])"
628,Pipiza pulchella,Syrphidae,Diptera,1,"array([3.80057457, 1.11144932])"
629,Planiceps feralis,Pompilidae,Hymenoptera,1,"array([3.20357933, 0.80974029])"
630,Plusia simplex,Noctuidae,Lepidoptera,1,"array([4.30155518, 0.66476001])"
631,Polistes annularis,Vespidae,Hymenoptera,1,"array([3.67058489, 0.51337503])"
632,Pseudopanurgus albitarsis,Panurgidae,Hymenoptera,1,"array([4.11918053, 0.1760243 ])"
633,Pseudopanurgus asteris,Panurgidae,Hymenoptera,1,"array([3.54689171, 0.34535909])"
634,Pseudopanurgus compositarum,Panurgidae,Hymenoptera,1,"array([3.71250988, 0.36567997])"
635,Pterandrena pulchella,Andrenidae,Hymenoptera,1,"array([3.98106647, 0.11048786])"
636,Ptilodexia abdominalis,Dexiidae,Diptera,1,"array([3.73716272, 0.25939772])"
637,Robertsonomyia palpalis,Conopidae,Diptera,1,"array([3.68296152, 0.17340004])"
638,Sarcophaga assidua,Sarcophagidae,Diptera,1,"array([3.52647616, 0.98617765])"
639,Sarcophaga hunteri,Sarcophagidae,Diptera,1,"array([3.47775028, 0.80602151])"
640,Sphex gracilis,Sphecidae,Hymenoptera,1,"array([3.75635015, 0.52466517])"
641,Spilomyia 4-fasciata,Syrphidae,Diptera,1,"array([3.60694479, 0.29828554])"
642,Spilomyia longicornis,Syrphidae,Diptera,1,"array([3.57061935, 0.53486363])"
643,Stelidium trypetinum,Stelididae,Hymenoptera,1,"array([3.44855084, 0.37125352])"
644,Stizus unicinctus,Bembicidae,Hymenoptera,1,"array([3.44348938, 0.57627501])"
645,Sturmia phyciodes,Tachinidae,Diptera,1,"array([3.47481254, 1.04294805])"
646,Systropus macer,Bombyliidae,Diptera,1,"array([3.77854457, 0.26943872])"
647,Tachytes obscurus,Larridae,Hymenoptera,1,"array([3.26251614, 0.34241396])"
648,Triepeolus cressonii,Epeolidae,Hymenoptera,1,"array([3.8674578 , 0.24510225])"
649,Triepeolus donatus,Epeolidae,Hymenoptera,1,"array([3.93416362, 0.20458708])"
650,Triepeolus micropygius,Epeolidae,Hymenoptera,1,"array([ 3.6180109 , -0.17041235])"
651,Triepeolus pectoralis,Epeolidae,Hymenoptera,1,"array([3.68413813, 0.25800186])"
652,Tropidia albistylum,Syrphidae,Diptera,1,"array([3.52134689, 0.42921144])"
653,Trypeta humilis,Trypetidae,Diptera,1,"array([3.36313626, 0.74055447])"
654,Vanessa cardui,Nymphalidae,Lepidoptera,1,"array([4.10233764, 0.36122825])"
655,Winthemia 4-pustulata,Tachinidae,Diptera,1,"array([3.41036531, 0.98385969])"
656,Xanthidia nicippe,Papilionidae,Lepidoptera,1,"array([4.43244378, 0.43419469])"
657,Xanthogramma emarginata,Syrphidae,Diptera,1,"array([3.51130656, 0.87264068])"
658,Zendalia zendaloides,Eumenidae,Hymenoptera,1,"array([3.79270113, 0.19059746])"
659,Zodion fulvifrons,Conopidae,Diptera,1,"array([4.0126858 , 0.76196251])"
660,Aster lateriflorus,Compositae,,0,"array([3.83224327, 0.710557  ])"
661,Baccha fuscipennis,Syrphidae,Diptera,1,"array([4.12469417, 1.10406185])"
662,Basilarchia astyanax,Nymphalidae,Lepidoptera,1,"array([4.23238454, 0.82767801])"
663,Cyphocera fucata,Tachinidae,Diptera,1,"array([3.63093338, 0.48367614])"
664,Leionotus scrophulariae,Eumenidae,Hymenoptera,1,"array([3.78290002, 0.88056691])"
665,Leskiomima prima,Tachinidae,Diptera,1,"array([3.45514323, 1.24531288])"
666,Sericomyia chrysotoxoides,Syrphidae,Diptera,1,"array([3.0478409 , 0.38637059])"
667,Symmorphus debilis,Eumenidae,Hymenoptera,1,"array([3.87020471, 1.35004816])"
668,Synothyreopus tumidus,Crabronidae,Hymenoptera,1,"array([3.38769231, 0.57919189])"
669,Aster multiflorus,Compositae,,0,"array([3.81060443, 0.62574765])"
670,Alydus eurinus,Corelidae,Hemiptera,1,"array([3.29241773, 0.59796123])"
671,Alydus pilosulus,Corelidae,Hemiptera,1,"array([3.25995817, 0.44212963])"
672,Ancistrocerus catskillensis,Eumenidae,Hymenoptera,1,"array([3.47771564, 0.31797249])"
673,Aster novaeangliae,Compositae,,0,"array([4.0155399 , 0.50415905])"
674,Hylephila phylaeus,Hesperiidae,Lepidoptera,1,"array([3.79909203, 0.04601249])"
675,Pterandrena helianthi,Andrenidae,Hymenoptera,1,"array([4.25282517, 0.14232288])"
676,Aster paniculatus,Compositae,,0,"array([3.87598901, 0.64770288])"
677,Bracon longicauda,Braconidae,Hymenoptera,1,"array([3.69880072, 1.33779456])"
678,Cerceris prominens,Philanthidae,Hymenoptera,1,"array([3.63770699, 0.44020785])"
679,Eucerceris zonatus,Philanthidae,Hymenoptera,1,"array([3.62437346, 0.57442599])"
680,Lampronota varia,Ichneumonidae,Hymenoptera,1,"array([3.33010306, 0.25450581])"
681,Philanthus politus,Philanthidae,Hymenoptera,1,"array([3.09007517, 0.49560491])"
682,Thanaos martialis,Hesperiidae,Lepidoptera,1,"array([4.34624849, 0.63908311])"
683,Aster sagittifolius,Compositae,,0,"array([3.92245457, 0.59389085])"
684,Aster salicifolius,Compositae,,0,"array([3.97222625, 0.56812095])"
685,Aster turbinellus,Compositae,,0,"array([3.86783601, 0.47873158])"
686,Pterallastes thoracicus,Syrphidae,Diptera,1,"array([3.23883351, 0.74678905])"
687,Astragalus canadensis,Leguminosae,,0,"array([4.35929619, 0.43621794])"
688,Anthidium psoraleae,Stelididae,Hymenoptera,1,"array([4.52795824, 0.16032966])"
689,Astragalus mexicanus,Leguminosae,,0,"array([4.70190142, 0.66520416])"
690,Osmia collinsiae,Megachilidae,Hymenoptera,1,"array([4.77102393, 0.65240289])"
691,Osmia illinoensis,Megachilidae,Hymenoptera,1,"array([4.77042203, 0.92562037])"
692,Tetralonia dubitata,Euceridae,Hymenoptera,1,"array([5.08121039, 0.61222409])"
693,Tetralonia robertsonii,Euceridae,Hymenoptera,1,"array([5.37655329, 0.61057737])"
694,Thanaos icelus,Hesperiidae,Lepidoptera,1,"array([4.77397745, 0.7538146 ])"
695,Baptisia bracteata,Leguminosae,,0,"array([4.82773215, 0.53227724])"
696,Baptisia leucantha,Leguminosae,,0,"array([ 4.61197384, -0.05379736])"
697,Bidens aristosa,Compositae,,0,"array([3.92152031, 0.3868918 ])"
698,Aenignostomus longipalpus,Braconidae,Hymenoptera,1,"array([ 4.10559167, -0.20942689])"
699,Bicyrtes 4-fasciata,Bembicidae,Hymenoptera,1,"array([3.60447222, 0.3961906 ])"
700,Calliopsis coloradensis,Panurgidae,Hymenoptera,1,"array([3.68418134, 0.12271256])"
701,Ceratosoma fasciata,Ichneumonidae,Hymenoptera,1,"array([3.59959365, 0.50470165])"
702,Chrysomela similis,Chrysomelidae,Coleoptera,1,"array([ 3.93217193, -0.43375497])"
703,Epeolus correopsis,Epeolidae,Hymenoptera,1,"array([ 4.00813053, -0.42449661])"
704,Epicauta cinerea,Meloidae,Coleoptera,1,"array([3.57229103, 0.89299488])"
705,Eristalis vinetorum,Syrphidae,Diptera,1,"array([ 3.78096925, -0.15146719])"
706,Exetastes suaveolens,Ichneumonidae,Hymenoptera,1,"array([ 3.97750453, -0.07636885])"
707,Hallictoides marginatus,Dufoureidae,Hymenoptera,1,"array([ 3.87070174, -0.4062846 ])"
708,Lepidophora lepidocera,Bombyliidae,Diptera,1,"array([ 3.78362821, -0.01199946])"
709,Leskiomima secunda,Tachinidae,Diptera,1,"array([ 4.17006171, -0.01255909])"
710,Nomada vicina,Epeolidae,Hymenoptera,1,"array([3.50420039, 0.16108091])"
711,Proboscimyia siphonina,Anthomyidae,Diptera,1,"array([3.87849304, 0.06922684])"
712,Pseudopanurgus rudbeckiae,Panurgidae,Hymenoptera,1,"array([4.01649832, 0.03156901])"
713,Pseudopanurgus rugosus,Panurgidae,Hymenoptera,1,"array([4.14750794, 0.08111111])"
714,Pseudopanurgus solidaginis,Panurgidae,Hymenoptera,1,"array([3.79449782, 0.13557599])"
715,Pseudoplisus divisus,Nyssonidae,Hymenoptera,1,"array([ 3.70755389, -0.15311107])"
716,Pterandrena aliciae,Andrenidae,Hymenoptera,1,"array([3.91932913, 0.05035316])"
717,Rhodobaenus 13-punctatus,Calandryidae,Coleoptera,1,"array([ 3.82870055, -0.46003552])"
718,Scotiptera parvicornis,Dexiidae,Diptera,1,"array([ 3.65689235, -0.1199843 ])"
719,Triepeolus concavus,Epeolidae,Hymenoptera,1,"array([4.11782239, 0.26086086])"
720,Triepeolus lunatus,Epeolidae,Hymenoptera,1,"array([3.95980242, 0.2266349 ])"
721,Bidens bipinnata,Compositae,,0,"array([3.94875827, 0.45864037])"
722,Bidens connata,Compositae,,0,"array([4.81284254, 0.36856358])"
723,Bidens frondosa,Compositae,,0,"array([3.87795624, 0.40744526])"
724,Bidens laevis,Compositae,,0,"array([3.94142994, 0.40412527])"
725,Heliothis dipsaceus,Noctuidae,Lepidoptera,1,"array([ 3.79581186, -0.39323259])"
726,Hydrophoria ambigua,Anthomyidae,Diptera,1,"array([ 3.72682385, -0.37645116])"
727,Blephilia ciliata,Labiatae,,0,"array([4.15560666, 0.62223793])"
728,Anthrax parvicornis,Bombyliidae,Diptera,1,"array([4.1458782 , 0.22642286])"
729,Argyramoeba oedipus,Bombyliidae,Diptera,1,"array([3.86827249, 1.14820807])"
730,Clisodon terminalis,Anthophoridae,Hymenoptera,1,"array([4.59770963, 0.38196265])"
731,Iphiclides ajax,Papilionidae,Lepidoptera,1,"array([4.29520765, 0.78283596])"
732,Osmia distincta,Megachilidae,Hymenoptera,1,"array([4.6533578, 0.566261 ])"
733,Volucella evecta,Syrphidae,Diptera,1,"array([3.56565949, 0.14850862])"
734,Blephilia hirsuta,Labiatae,,0,"array([4.09740713, 0.54495687])"
735,Ceropales fulvipes,Pompilidae,Hymenoptera,1,"array([3.54258984, 0.88724195])"
736,Stylogaster neglecta,Conopidae,Diptera,1,"array([ 4.15835323, -0.06581046])"
737,Xylota fraudulosa,Syrphidae,Diptera,1,"array([4.53294569, 1.03249874])"
738,Boltonia asteroides,Compositae,,0,"array([3.80621061, 0.57148988])"
739,Ancyloxypha numitor,Hesperiidae,Lepidoptera,1,"array([4.27148667, 0.58778887])"
740,Anthomyiella pratincola,Anthomyidae,Diptera,1,"array([3.78668878, 1.17741924])"
741,Anthrax fulvohirta,Bombyliidae,Diptera,1,"array([3.805384  , 0.24331991])"
742,Ennyomma nigrifrons,Tachinidae,Diptera,1,"array([3.45182257, 0.2668418 ])"
743,Euacemyia tibialis,Tachinidae,Diptera,1,"array([ 3.21922584, -0.03309071])"
744,Heodes hypophlaeas,Lycaenidae,Lepidoptera,1,"array([3.43751673, 0.83265445])"
745,Hippodamea parenthesis,Coccinellidae,Coleoptera,1,"array([3.91342624, 1.34390967])"
746,Hypostena variabilis,Tachinidae,Diptera,1,"array([3.25495777, 0.8974563 ])"
747,Megachile 6-dentata,Megachilidae,Hymenoptera,1,"array([4.02230141, 0.21581032])"
748,Myocera cremides,Dexiidae,Diptera,1,"array([3.16485821, 0.04496599])"
749,Ocyptera dosiades,Tachinidae,Diptera,1,"array([3.58495252, 1.03507426])"
750,Perditella boltoniae,Panurgidae,Hymenoptera,1,"array([3.22781658, 0.02145755])"
751,Perditella oligolege,Panurgidae,Hymenoptera,1,"array([ 3.44461702, -0.14004147])"
752,Utetheisa bella,Arctiidae,Lepidoptera,1,"array([3.66347103, 0.21469378])"
753,Brauneria pallida,Compositae,,0,"array([4.29973025, 0.56620966])"
754,Hemaris thysbe,Sphingidae,Lepidoptera,1,"array([4.60136181, 0.57698626])"
755,Holonomada superba,Nomadidae,Hymenoptera,1,"array([4.29608005, 0.82475307])"
756,Megachile cyphopyga,Megachilidae,Hymenoptera,1,"array([5.06902795, 0.33066784])"
757,Xylocopa virginica,Xylocopidae,Hymenoptera,1,"array([4.42337052, 0.27765021])"
758,Brauneria purpurea,Compositae,,0,"array([4.16568436, 0.42209949])"
759,Ashmeadiella bucconis,Megachilidae,Hymenoptera,1,"array([4.1010355 , 0.08061383])"
760,Melissodes cnici,Euceridae,Hymenoptera,1,"array([4.48893907, 0.07025493])"
761,Thorybes bathyllus,Hesperiidae,Lepidoptera,1,"array([4.4312543 , 0.35395746])"
762,Volucella vesiculosa,Syrphidae,Diptera,1,"array([4.34137068, 0.87839465])"
763,Cacalia atriplicifolia,Compositae,,0,"array([3.56711673, 0.67222821])"
764,Oxybelus 4-notatus,Oxybelidae,Hymenoptera,1,"array([3.60383525, 0.99086841])"
765,Cacalia reniformis,Compositae,,0,"array([3.9927872 , 0.82801075])"
766,Leionotus 4-sectus,Eumenidae,Hymenoptera,1,"array([3.64411715, 0.3568972 ])"
767,Leionotus perennis,Eumenidae,Hymenoptera,1,"array([3.74274494, 1.21143535])"
768,Leionotus ziziae,Eumenidae,Hymenoptera,1,"array([3.82935431, 0.96412108])"
769,Melancoryphus bicrucis,Lygaeidae,Hemiptera,1,"array([4.85361659, 0.66569656])"
770,Cacalia tuberosa,Compositae,,0,"array([3.52688833, 0.56986653])"
771,Camassia esculenta,Liliaceae,,0,"array([4.20069198, 0.84578335])"
772,Ceratosmia lignaria,Megachilidae,Hymenoptera,1,"array([4.47106184, 0.96026927])"
773,Hippodamea 15-maculata,Coccinellidae,Coleoptera,1,"array([3.70485469, 1.10928511])"
774,Orthoneura pictipennis,Syrphidae,Diptera,1,"array([4.32708427, 1.1848355 ])"
775,Campanula americana,Campanulaceae,,0,"array([4.19479293, 0.46408368])"
776,Coelioxys modesta,Megachilidae,Hymenoptera,1,"array([4.20796876, 0.06449688])"
777,Oligotropus campanulae,Megachilidae,Hymenoptera,1,"array([4.52977451, 0.23892404])"
778,Oligotropus oligolege,Megachilidae,Hymenoptera,1,"array([3.88175889, 0.19796044])"
779,Capsella bursa-pastoris,Cruciferae,,0,"array([4.21309378, 0.94448388])"
780,Aldrichia ehrmanii,Bombyliidae,Diptera,1,"array([4.38355158, 1.26077983])"
781,Eristalis meigenii,Syrphidae,Diptera,1,"array([4.81748382, 1.09557784])"
782,Melanostoma mellinum,Syrphidae,Diptera,1,"array([4.73521652, 1.10647222])"
783,Mellota cimbiciformis,Syrphidae,Diptera,1,"array([3.98454913, 1.58324665])"
784,Nomada parva,Nomadidae,Hymenoptera,1,"array([4.64375424, 0.98030492])"
785,Prochelostoma philadelphi,Megachilidae,Hymenoptera,1,"array([4.66026188, 1.08632193])"
786,Cardamine bulbosa,Cruciferae,,0,"array([4.35864925, 0.8420855 ])"
787,Empis avida,Empididae,Diptera,1,"array([4.57274434, 1.28660888])"
788,Gnathosmia georgica,Megachilidae,Hymenoptera,1,"array([4.65213912, 0.70402655])"
789,Isomelissa violae,Andrenidae,Hymenoptera,1,"array([4.89067878, 0.7174868 ])"
790,Myopa vesiculosa,Conopidae,Diptera,1,"array([4.23997637, 1.25013473])"
791,Nemotelus glaber,Stratiomyidae,Diptera,1,"array([3.89318398, 1.00117286])"
792,Cassia chamaecrista,Leguminosae,,0,"array([3.5665617 , 0.57122028])"
793,Apanteles terminalis,Braconidae,Hymenoptera,1,"array([2.99986178, 0.69052308])"
794,Camponotus castaneus,Formicidae,Hymenoptera,1,"array([2.88325034, 0.19021442])"
795,Cerceris kennicottii,Philanthidae,Hymenoptera,1,"array([3.39890595, 0.72210153])"
796,Chaetoplagia atripennis,Tachinidae,Diptera,1,"array([2.80536638, 0.19967543])"
797,Chalybion caeruleum,Sphecidae,Hymenoptera,1,"array([3.52369965, 1.06023572])"
798,Chlorion caeruleum,Sphecidae,Hymenoptera,1,"array([3.32549654, 0.96441726])"
799,Chlorops assimilis,Oscinidae,Diptera,1,"array([3.92755152, 1.30045191])"
800,Chrysis intricata,Chrysididae,Hymenoptera,1,"array([3.29046849, 1.07124492])"
801,Chrysis texana,Chrysididae,Hymenoptera,1,"array([3.06942501, 0.44372681])"
802,Epimelissodes oligolege,Euceridae,Hymenoptera,1,"array([2.90594329, 0.04125296])"
803,Formica fusca,Formicidae,Hymenoptera,1,"array([3.43914277, 1.06019473])"
804,Formica schaufussi,Formicidae,Hymenoptera,1,"array([3.31363641, 0.87455507])"
805,Lasius niger,Formicidae,Hymenoptera,1,"array([3.10974754, 0.85394672])"
806,Lindenius robertsoni,Crabronidae,Hymenoptera,1,"array([2.84463097, 0.26002675])"
807,Mutilla hexagona,Mutillidae,Hymenoptera,1,"array([3.2719039 , 0.77575465])"
808,Mutilla sayi,Mutillidae,Hymenoptera,1,"array([3.02379004, 0.54151507])"
809,Nysson rufiventris,Nyssonidae,Hymenoptera,1,"array([2.79629671, 0.31184403])"
810,Perilampus cyaneus,Chalcididae,Hymenoptera,1,"array([3.3787628 , 0.90690745])"
811,Poecilopompilus navus,Pompilidae,Hymenoptera,1,"array([3.47580357, 0.75419621])"
812,Priocnemis arcuatus,Pompilidae,Hymenoptera,1,"array([2.92616795, 0.11640477])"
813,Psammochares pretiosa,Pompilidae,Hymenoptera,1,"array([ 2.99103258, -0.02602436])"
814,Psammochares relativus,Pompilidae,Hymenoptera,1,"array([3.35471653, 0.80410237])"
815,Psen tibialis,Pemphredonidae,Hymenoptera,1,"array([3.0372307 , 0.59355233])"
816,Rhopalum scutellatum,Crabronidae,Hymenoptera,1,"array([3.50678585, 0.74305138])"
817,Rivellia 4-fasciata,Ortalidae,Diptera,1,"array([2.95257488, 0.53400124])"
818,Sphaerophthalma macra,Mutillidae,Hymenoptera,1,"array([3.24865919, 0.93767689])"
819,Tabanus lineola,Tabanidae,Diptera,1,"array([3.16764853, 0.46475928])"
820,Tachysphex acutus,Larridae,Hymenoptera,1,"array([3.33018903, 0.75802319])"
821,Tachysphex belfragei,Larridae,Hymenoptera,1,"array([3.29686188, 0.65853181])"
822,Tachysphex mundus,Larridae,Hymenoptera,1,"array([3.15249849, 0.50988091])"
823,Tachysphex tarsatus,Larridae,Hymenoptera,1,"array([2.98529063, 0.60999161])"
824,Tachytes maestus,Larridae,Hymenoptera,1,"array([2.97969292, 0.04653165])"
825,Tachytes mergus,Larridae,Hymenoptera,1,"array([2.85363022, 0.12067522])"
826,Tachytes sericatus,Larridae,Hymenoptera,1,"array([3.02112529, 0.48596191])"
827,Tiphia punctata,Tiphiidae,Hymenoptera,1,"array([3.16201269, 0.73297662])"
828,Tiphia robertsoni,Tiphiidae,Hymenoptera,1,"array([3.17865414, 0.20834899])"
829,Zanysson aurinotus,Nyssonidae,Hymenoptera,1,"array([3.09851391, 0.68603547])"
830,Zanysson plesia,Nyssonidae,Hymenoptera,1,"array([2.98445317, 0.75770771])"
831,Cassia marilandica,Leguminosae,,0,"array([3.55808311, 1.08889123])"
832,Camponotus herculaneus,Formicidae,Hymenoptera,1,"array([2.89153394, 1.52594323])"
833,Coccinella 9-notata,Coccinellidae,Coleoptera,1,"array([3.39040071, 0.87455928])"
834,Cremastogaster lineolata,Myrmicidae,Hymenoptera,1,"array([3.69410113, 1.51041367])"
835,Castalia tuberosa,Nymphaeaceae,,0,"array([4.21934523, 0.2475436 ])"
836,Chloralictus nymphaearum,Halictidae,Hymenoptera,1,"array([4.42295486, 0.70431784])"
837,Evylaeus nelumbonis,Halictidae,Hymenoptera,1,"array([ 4.06433671, -0.05014631])"
838,Helophilus divisus,Syrphidae,Diptera,1,"array([ 4.40505107, -0.49022314])"
839,Prosopis nelumbonis,Prosopididae,Hymenoptera,1,"array([ 4.06119736, -0.17275883])"
840,Castilleja coccinea,Scrophulariaceae,,0,"array([ 5.07350308, -0.06766655])"
841,Caulophyllum thalictroides,Berberidaceae,,0,"array([4.49426887, 1.25720662])"
842,Bracon trifolii,Braconidae,Hymenoptera,1,"array([5.060773 , 1.7661354])"
843,Bracon vernoniae,Braconidae,Hymenoptera,1,"array([3.74742913, 1.31072982])"
844,Chilosia petulca,Syrphidae,Diptera,1,"array([4.15413652, 1.4151628 ])"
845,Corphyra terminalis,Anticidae,Coleoptera,1,"array([4.62603972, 1.27762428])"
846,Dacnusa flavicincta,Braconidae,Hymenoptera,1,"array([4.97922155, 1.75706803])"
847,Dynatosoma thoracicum,Mycetophilidae,Diptera,1,"array([5.16166214, 1.55278927])"
848,Hylemyia plumosa,Anthomyidae,Diptera,1,"array([5.12121913, 1.690001  ])"
849,Idiostethus subcalvus,Curculionidae,Coleoptera,1,"array([4.85731889, 1.24564103])"
850,Melanostoma obscurum,Syrphidae,Diptera,1,"array([4.56810649, 1.1969635 ])"
851,Microgaster gelechiae,Braconidae,Hymenoptera,1,"array([3.88223283, 1.48391825])"
852,Mydaea socialis,Anthomyidae,Diptera,1,"array([4.97283507, 1.83428596])"
853,Opius ruficeps,Braconidae,Hymenoptera,1,"array([5.03028923, 1.6904983 ])"
854,Prosacantha illinoensis,Scelionidae,Hymenoptera,1,"array([5.09074546, 1.62695082])"
855,Rhamphomyia piligeronis,Empididae,Diptera,1,"array([4.59431083, 1.60379963])"
856,Rhingia nasica,Syrphidae,Diptera,1,"array([4.53832068, 0.77139697])"
857,Ceanothus americanus,Rhamnaceae,,0,"array([3.74210359, 0.83913724])"
858,Canthophorus cinctus,Cyanidae,Hemiptera,1,"array([2.94299438, 0.70362343])"
859,Centrinites strigicollis,Curculionidae,Coleoptera,1,"array([3.97266018, 1.29001955])"
860,Ceropales robinsonii,Pompilidae,Hymenoptera,1,"array([3.33358352, 0.36592831])"
861,Colletes willistonii,Colletidae,Hymenoptera,1,"array([3.443239  , 0.46162537])"
862,Evylaeus truncatus,Halictidae,Hymenoptera,1,"array([4.02769135, 1.254837  ])"
863,Hedychrum violaceum,Chrysididae,Hymenoptera,1,"array([3.58321586, 0.92694188])"
864,Leionotus illinoensis,Eumenidae,Hymenoptera,1,"array([3.90219354, 1.16592925])"
865,Leucospis affinis,Chalcididae,Hymenoptera,1,"array([3.5961046 , 0.95679129])"
866,Limonius griseus,Elateridae,Coleoptera,1,"array([3.0589076 , 0.33828392])"
867,Oxacis thoracica,Oedemeridae,Coleoptera,1,"array([3.04904248, 1.13664323])"
868,Pachybrachys atomarius,Chrysomelidae,Coleoptera,1,"array([3.12539477, 1.1578635 ])"
869,Pompiloides marginatus,Pompilidae,Hymenoptera,1,"array([3.56463139, 0.70525421])"
870,Psammochares tenebrosus,Pompilidae,Hymenoptera,1,"array([3.58010539, 1.18832287])"
871,Telephorus scitulus,Lampyridae,Coleoptera,1,"array([2.93386845, 0.80266767])"
872,Celastrus scandens,Celastraceae,,0,"array([4.53558131, 0.89968922])"
873,Cephalanthus occidentalis,Rubiaceae,,0,"array([4.04736571, 0.49226659])"
874,Atrytone delaware,Hesperiidae,Lepidoptera,1,"array([4.28012155, 0.03816149])"
875,Atrytone zabulon,Hesperiidae,Lepidoptera,1,"array([4.43176979, 0.48865974])"
876,Cephen texanus,Nomadidae,Hymenoptera,1,"array([3.84029877, 0.10056621])"
877,Cercyonis alope,Nymphalidae,Lepidoptera,1,"array([3.38086682, 0.68136794])"
878,Emphor bombiformis,Emphoridae,Hymenoptera,1,"array([ 4.35800524, -0.02867102])"
879,Cerastium nutans,Caryophyllaceae,,0,"array([4.24844221, 0.90191014])"
880,Cerastium vulgatum,Caryophyllaceae,,0,"array([4.06642958, 0.99011496])"
881,Cercis canadensis,Leguminosae,,0,"array([4.39531942, 0.86836349])"
882,Emphoropsis floridana,Anthophoridae,Hymenoptera,1,"array([5.05500652, 0.82307744])"
883,Xanthidium luteoloides,Nomadidae,Hymenoptera,1,"array([4.63760206, 1.04964376])"
884,Chaerophyllum procumbens,Umbelliferae,,0,"array([4.28241455, 1.32556071])"
885,Chrysocharis oscinidis,Chalcididae,Hymenoptera,1,"array([4.85499881, 1.86836083])"
886,Corimelaena lateralis,Corimelaenidae,Hemiptera,1,"array([4.1033371 , 1.63937337])"
887,Corimelaena pulicaria,Corimelaenidae,Hemiptera,1,"array([3.87710823, 1.28285413])"
888,Elachiptera costata,Oscinidae,Diptera,1,"array([4.54461218, 1.58010526])"
889,Gambrus albonotatus,Ichneumonidae,Hymenoptera,1,"array([4.68329333, 2.02928467])"
890,Gambrus apicatus,Ichneumonidae,Hymenoptera,1,"array([4.78277311, 1.87465251])"
891,Glyptina spuria,Chrysomelidae,Coleoptera,1,"array([4.61625592, 2.0150989 ])"
892,Hippelates flavipes,Oscinidae,Diptera,1,"array([3.74613146, 1.36113249])"
893,Mantura floridana,Chrysomelidae,Coleoptera,1,"array([4.577583  , 2.08021184])"
894,Opandrena zizae,Andrenidae,Hymenoptera,1,"array([4.06111361, 1.48746921])"
895,Ossinis soror,Oscinidae,Diptera,1,"array([4.01240263, 1.75159149])"
896,Pimpla marginata,Ichneumonidae,Hymenoptera,1,"array([4.8011133 , 1.94567414])"
897,Pipiza femoralis,Syrphidae,Diptera,1,"array([4.46794842, 1.16403073])"
898,Psilota buccata,Syrphidae,Diptera,1,"array([4.5004521 , 1.33554518])"
899,Simulium pecuarum,Simuliidae,Diptera,1,"array([4.30154994, 1.46634926])"
900,Trineura aterrima,Phoridae,Diptera,1,"array([4.7303264 , 1.97454734])"
901,Chrysanthemum leucanthemum,Compositae,,0,"array([4.04923941, 1.01810785])"
902,Chelynia foederalis,Stelididae,Hymenoptera,1,"array([4.34897023, 1.70670958])"
903,Cicuta maculata,Umbelliferae,,0,"array([3.55566317, 0.77416351])"
904,Ageniella longula,Pompilidae,Hymenoptera,1,"array([3.06621935, 0.81751871])"
905,Agromyza latipes,Agromyzidae,Diptera,1,"array([3.62496789, 1.35021065])"
