# index, name, family, order, is_pollinator, _pos
1822,Teucrium canadense,Labiatae,,0,"array([4.18368245, 0.37751644])"
1823,Thalictrum dasycarpum,Ranunculaceae,,0,"array([4.95176779, 0.42476236])"
1824,Thaspium aureum atropurpurem,Umbelliferae,,0,"array([4.36762738, 2.20259335])"
1825,Thaspium aureum trifoliatum,Umbelliferae,,0,"array([3.96289006, 1.13046545])"
1826,Xanthogramma flavipes,Syrphidae,Diptera,1,"array([3.90608399, 1.93354727])"
1827,Zendalia acolhuus,Eumenidae,Hymenoptera,1,"array([4.14809308, 1.59260665])"
1828,Tilia americana,Tiliaceae,,0,"array([4.07541187, 0.96038889])"
1829,Tradescantia brevicaulis,Commelinaceae,,0,"array([4.3917913, 0.7677412])"
1830,Tradescantia pilosa,Commelinaceae,,0,"array([4.75601589, 0.53892447])"
1831,Tradescantia virginiana,Commelinaceae,,0,"array([4.26406324, 0.77063929])"
1832,Trifolium hybridum,Leguminosae,,0,"array([4.37791395, 0.66125086])"
1833,Trifolium pratense,Leguminosae,,0,"array([4.3217197 , 0.46026202])"
1834,Trifolium reflexum,Leguminosae,,0,"array([4.88276951, 0.95552357])"
1835,Trifolium repens,Leguminosae,,0,"array([4.26046565, 0.56031964])"
1836,Trillium sessile,Liliaceae,,0,"array([4.10975495, 2.00273503])"
1837,Triosteum perfoliatum,Caprifoliaceae,,0,"array([4.6016489 , 0.53763252])"
1838,Ulmus americana,Urticaceae,,0,"array([5.04416471, 0.4800732 ])"
1839,Ulmus fulva,Urticaceae,,0,"array([5.0169577 , 0.40299761])"
1840,Uvularia grandiflora,Liliaceae,,0,"array([4.62073466, 0.87027825])"
1841,Valerianella radiata,Valerianaceae,,0,"array([4.11276622, 0.96812175])"
1842,Verbascum thapsus,Scrophulariaceae,,0,"array([4.31078674, 0.85950337])"
1843,Verbena angustifolia,Verbebaceae,,0,"array([4.39049027, 0.24038375])"
1844,Verbena bracteosa,Verbebaceae,,0,"array([3.61174436, 0.7779353 ])"
1845,Verbena hastata,Verbebaceae,,0,"array([4.03073193, 0.44191944])"
1846,Verbenapis verbenae,Panurgidae,Hymenoptera,1,"array([ 4.28096086, -0.06111704])"
1847,Verbena stricta,Verbebaceae,,0,"array([4.15623613, 0.39019777])"
1848,Dianthidium boreale,Stelididae,Hymenoptera,1,"array([ 4.63648449, -0.23307939])"
1849,Verbena urticaefolia,Verbebaceae,,0,"array([3.9860681 , 0.50842319])"
1850,Verbesina helianthoides,Compositae,,0,"array([4.11295611, 0.50182124])"
1851,Vernonia fasciculata,Compositae,,0,"array([4.2329654 , 0.32238856])"
1852,Leucania albilinea,Noctuidae,Lepidoptera,1,"array([ 4.7323285 , -0.23897938])"
1853,Veronica arvensis,Scrophulariaceae,,0,"array([4.31883761, 0.27613466])"
1854,Veronica peregrina,Scrophulariaceae,,0,"array([4.02055973, 1.17155441])"
1855,Veronica virginica,Scrophulariaceae,,0,"array([4.18316569, 0.63046425])"
1856,Nomophila noctuella,Pyraustidae,Lepidoptera,1,"array([4.91994051, 0.30507182])"
1857,Viburnum prunifolium,Caprifoliaceae,,0,"array([4.24610327, 1.03015802])"
1858,Viburnum pubescens,Caprifoliaceae,,0,"array([4.20963835, 1.26467339])"
1859,Hoplia trifasciata,Scarabaeidae,Coleoptera,1,"array([4.44332791, 1.97858744])"
1860,Mordellistena grammica,Mordellidae,Coleoptera,1,"array([4.50882101, 1.84456841])"
1861,Telephorus dentiger,Lampyridae,Coleoptera,1,"array([4.40551445, 1.91964592])"
1862,Viola cucullata,Violaceae,,0,"array([4.49624625, 0.74865722])"
1863,Viola pedata,Violaceae,,0,"array([4.51763784, 0.59359961])"
1864,Viola pedatifida,Violaceae,,0,"array([5.16754469, 0.67503701])"
1865,Viola pubescens,Violaceae,,0,"array([4.44976194, 0.84932703])"
1866,Viola sagittata,Violaceae,,0,"array([4.89092153, 0.60756068])"
1867,Viola striata,Violaceae,,0,"array([4.57388484, 0.73852273])"
1868,Vitis cordifolia,Vitaceae,,0,"array([4.81142635, 0.59610534])"
1869,Vitis vulpina,Vitaceae,,0,"array([4.689006 , 0.2992696])"
1870,Zanthoxylum americanum,Rutaceae,,0,"array([4.35244696, 1.04736732])"
1871,Phorichaeta sequax,Tachinidae,Diptera,1,"array([5.01149663, 1.35176846])"
1872,Phyto clesides,Tachinidae,Diptera,1,"array([5.10291213, 1.11618153])"
1873,Zea mays,Gramineae (anemophilous),,0,"array([ 4.02767177, -0.21632517])"
1874,Zizia aurea,Umbelliferae,,0,"array([4.00049499, 1.07645158])"
1875,Acmaeops nigripennis,Cerambycidae,Coleoptera,1,"array([4.40156352, 1.75202955])"
1876,Chlorops pulverea,Oscinidae,Diptera,1,"array([4.2134709 , 1.76073787])"
1877,Coenosia lacteipennis,Anthomyidae,Diptera,1,"array([4.27416272, 1.72715631])"
1878,Cremastus epagoges,Ichneumonidae,Hymenoptera,1,"array([4.78750612, 1.39993353])"
1879,Exyston abdominalis,Ichneumonidae,Hymenoptera,1,"array([3.90640935, 1.78179005])"
1880,Hister americanus,Histeridae,Coleoptera,1,"array([4.23536269, 1.81560268])"
1881,Onthophagus pennsylvanicus,Scarabaeidae,Coleoptera,1,"array([4.34461022, 1.79297891])"
1882,Phorbia cinerella,Anthomyidae,Diptera,1,"array([4.07665153, 1.84840613])"
1883,Pseudosiobla excavata,Tenthredinidae,Hymenoptera,1,"array([4.13827492, 1.84772509])"
